surface	lemma	pos	features	source
halaga	halaga	Noun		base
halaman	halaman	Noun		base
halamanan	halamanan	Noun		base
haligi	haligi	Noun		base
halik	halik	Noun		base
halika	halika	Interjection		base
halikan	halikan	Verb		base
halikayo	halikayo	Interjection		base
halimaw	halimaw	Noun		base
halimbawa	halimbawa	Adverb		base
halimuyak	halimuyak	Noun		base
halip	halip	Noun		base
halo	halo	Noun		base
halos	halos	Adverb		base
halumigmig	halumigmig	Adjective		base
hamak	hamak	Adjective		base
hamakin	hamakin	Verb		base
hambog	hambog	Adjective		base
hamog	hamog	Noun		base
hanapin	hanapin	Verb		base
hanay	hanay	Noun		base
handa	handa	Adjective		base
handaan	handaan	Noun		base
handog	handog	Noun		base
hangad	hangad	Noun		base
hangal	hangal	Adjective		base
hangarin	hangarin	Noun		base
hanggan	hanggan	Noun		base
hangganan	hangganan	Noun		base
hanggang	hanggang	Adposition		base
hangin	hangin	Noun		base
hapag	hapag	Noun		base
hapagkainan	hapagkainan	Unknown		base
hapon	hapon	Noun		base
hapunan	hapunan	Noun		base
harang	harang	Noun		base
harap	harap	Noun		base
harapan	harapan	Noun		base
harapin	harapin	Verb		base
hardin	hardin	Noun		base
hardinero	hardinero	Noun		base
hari	hari	Noun		base
harina	harina	Noun		base
hatol	hatol	Noun		base
hatulan	hatulan	Proper noun		base
hawak	hawak	Noun		base
hawakan	hawakan	Verb		base
hayaan	hayaan	Verb		base
hayag	hayag	Adjective		base
hayop	hayop	Noun		base
helmet	helmet	Noun		base
heneral	heneral	Noun		base
hermogenes	hermogenes	Proper noun		base
hesus	hesus	Proper noun		base
heto	heto	Interjection		base
higaan	higaan	Noun		base
higit	higit	Adverb		base
hihigit	hihigit	Unknown		base
hihigitan	hihigitan	Unknown		base
hihingi	hihingi	Unknown		base
hihinto	hihinto	Unknown		base
hihiwalayan	hihiwalayan	Unknown		base
hilaga	hilaga	Adjective		base
hilig	hilig	Noun		base
hiling	hiling	Noun		base
himala	himala	Noun		base
himatayin	himatayin	Verb		base
himno	himno	Noun		base
himpapawid	himpapawid	Noun		base
hinabol	hinabol	Unknown		base
hinadlangan	hinadlangan	Unknown		base
hinagkan	hinagkan	Verb		base
hinahadlangan	hinahadlangan	Unknown		base
hinahamak	hinahamak	Unknown		base
hinahanap	hinahanap	Unknown		base
hinahangad	hinahangad	Unknown		base
hinaharap	hinaharap	Noun		base
hinahawakan	hinahawakan	Unknown		base
hinaing	hinaing	Noun		base
hinalikan	hinalikan	Unknown		base
hinamak	hinamak	Unknown		base
hinanap	hinanap	Unknown		base
hinandaan	hinandaan	Unknown		base
hinangad	hinangad	Unknown		base
hinarap	hinarap	Unknown		base
hinatak	hinatak	Unknown		base
hinati	hinati	Unknown		base
hinawakan	hinawakan	Unknown		base
hinayaan	hinayaan	Unknown		base
hindi	hindi	Particle		base
hinggil	hinggil	Noun		base
hingiin	hingiin	Unknown		base
hingin	hingin	Verb		base
hinihingi	hinihingi	Unknown		base
hinihintay	hinihintay	Unknown		base
hinihipan	hinihipan	Verb		base
hinihiwalayan	hinihiwalayan	Unknown		base
hininga	hininga	Noun		base
hiningahan	hiningahan	Unknown		base
hiningi	hiningi	Unknown		base
hinintay	hinintay	Unknown		base
hinipan	hinipan	Unknown		base
hiniwalayan	hiniwalayan	Unknown		base
hinog	hinog	Adjective		base
hintayin	hintayin	Verb		base
hinugasan	hinugasan	Unknown		base
hinuhugasan	hinuhugasan	Unknown		base
hinuhusgahan	hinuhusgahan	Unknown		base
hinuli	hinuli	Verb		base
hinulma	hinulma	Unknown		base
hipan	hipan	Verb		base
hirang	hirang	Noun		base
hirap	hirap	Noun		base
hita	hita	Noun		base
hiwaga	hiwaga	Noun		base
hiwalay	hiwalay	Adjective		base
hiwalayan	hiwalayan	Unknown		base
hiyain	hiyain	Verb		base
hiyas	hiyas	Noun		base
hubad	hubad	Adjective		base
hudyat	hudyat	Noun		base
hudyo	hudyo	Adjective		base
hugasan	hugasan	Verb		base
huhugasan	huhugasan	Unknown		base
hukay	hukay	Noun		base
hukbo	hukbo	Noun		base
hukom	hukom	Noun		base
hukuman	hukuman	Noun		base
huli	huli	Adjective		base
humagulgol	humagulgol	Verb		base
humahadlang	humahadlang	Unknown		base
humahamak	humahamak	Unknown		base
humahanap	humahanap	Unknown		base
humahawak	humahawak	Unknown		base
humamak	humamak	Unknown		base
humanap	humanap	Unknown		base
humanda	humanda	Verb		base
humawak	humawak	Verb		base
humiga	humiga	Verb		base
humigit	humigit	Verb		base
humihigit	humihigit	Unknown		base
humihingi	humihingi	Unknown		base
humina	humina	Verb		base
humingi	humingi	Verb		base
huminto	huminto	Verb		base
humulma	humulma	Unknown		base
huni	huni	Noun		base
hurno	hurno	Noun		base
husgahan	husgahan	Verb		base
husto	husto	Adjective		base
huwad	huwad	Adjective		base
huwag	huwag	Auxiliary verb		base
huwaran	huwaran	Adjective		base
i	i	Noun		base
iaahon	iaahon	Unknown		base
iakyat	iakyat	Unknown		base
iba	iba	Adjective		base
ibaba	ibaba	Noun		base
ibababa	ibababa	Unknown		base
ibabalik	ibabalik	Verb		base
ibabaw	ibabaw	Noun		base
ibahin	ibahin	Verb		base
ibalik	ibalik	Verb		base
ibayo	ibayo	Noun		base
ibenta	ibenta	Verb		base
ibibigay	ibibigay	Verb		base
ibibilang	ibibilang	Unknown		base
ibig	ibig	Noun		base
ibigay	ibigay	Verb		base
ibigin	ibigin	Verb		base
ibilang	ibilang	Unknown		base
ibinaba	ibinaba	Unknown		base
ibinababa	ibinababa	Unknown		base
ibinabagsak	ibinabagsak	Unknown		base
ibinalik	ibinalik	Verb		base
ibinalot	ibinalot	Unknown		base
ibinato	ibinato	Unknown		base
ibinenta	ibinenta	Unknown		base
ibinibigay	ibinibigay	Verb		base
ibinigay	ibinigay	Verb		base
ibinilang	ibinilang	Unknown		base
ibinulong	ibinulong	Unknown		base
ibon	ibon	Noun		base
idadaan	idadaan	Unknown		base
igagapos	igagapos	Unknown		base
igapos	igapos	Verb		base
iginapos	iginapos	Unknown		base
iglap	iglap	Noun		base
iglesia	iglesia	Unknown		base
iglesiya	iglesiya	Noun		base
iglesya	iglesya	Noun		base
ihagis	ihagis	Verb		base
ihahagis	ihahagis	Unknown		base
ihahambing	ihahambing	Unknown		base
ihalintulad	ihalintulad	Verb		base
ihambing	ihambing	Verb		base
ihanda	ihanda	Unknown		base
ihihiwalay	ihihiwalay	Unknown		base
ihiwalay	ihiwalay	Verb		base
iihip	iihip	Unknown		base
iilan	iilan	Determiner		base
iinom	iinom	Verb		base
iinsultuhin	iinsultuhin	Unknown		base
iinuman	iinuman	Unknown		base
iinumin	iinumin	Unknown		base
iisa	iisa	Adjective		base
iiwan	iiwan	Unknown		base
iiwanan	iiwanan	Unknown		base
ikaanim	ikaanim	Adjective		base
ikaapat	ikaapat	Adjective		base
ikagagalak	ikagagalak	Unknown		base
ikagagalit	ikagagalit	Unknown		base
ikagalak	ikagalak	Verb		base
ikahiya	ikahiya	Unknown		base
ikakahiya	ikakahiya	Unknown		base
ikakasal	ikakasal	Verb		base
ikalawa	ikalawa	Adjective		base
ikalima	ikalima	Adjective		base
ikapito	ikapito	Adjective		base
ikapu	ikapu	Adjective		base
ikasampu	ikasampu	Adjective		base
ikasasama	ikasasama	Unknown		base
ikasiyam	ikasiyam	Adjective		base
ikatitisod	ikatitisod	Unknown		base
ikatlo	ikatlo	Adjective		base
ikaw	ikaw	Pronoun		base
ikawalo	ikawalo	Adjective		base
ikinagagalak	ikinagagalak	Verb		base
ikinahihiya	ikinahihiya	Unknown		base
ikinahiya	ikinahiya	Unknown		base
ikinalat	ikinalat	Verb		base
ikinatitisod	ikinatitisod	Unknown		base
ilagay	ilagay	Verb		base
ilalagay	ilalagay	Unknown		base
ilalapit	ilalapit	Unknown		base
ilalim	ilalim	Noun		base
ilan	ilan	Determiner		base
ilang	ilang	Noun		base
ilapit	ilapit	Verb		base
ilaw	ilaw	Noun		base
ilawan	ilawan	Noun		base
ilog	ilog	Noun		base
ilubog	ilubog	Verb		base
imahe	imahe	Noun		base
imoral	imoral	Adjective		base
imoralidad	imoralidad	Noun		base
impiyerno	impiyerno	Noun		base
imposible	imposible	Adjective		base
impyerno	impyerno	Noun		base
ina	ina	Noun		base
inaabangan	inaabangan	Unknown		base
inaakay	inaakay	Unknown		base
inaalipusta	inaalipusta	Unknown		base
